,website,violations,tranco_rank
1934,amazingsmm.com,5,482776.0
1935,amazingviralmagzine.com,4,
1936,amazon.cn,6,7186.0
1937,amazon.com,14,30.0
1938,amazonaws.com,14,2.0
1939,ambalajstore.com,8,1656815.0
1940,amberalertgps.com,8,2298860.0
1941,ambi.com,3,
1942,ambista.com,9,
1943,ambit.red,6,
1944,ambrizjewelry.com,5,
1945,ambrosiacollective.com,5,1565759.0
1946,ambrosiamag.com,11,
1947,ameandlulu.com,3,
1948,amenagerieofstitches.com,9,
1949,amenitiz.io,6,112604.0
1950,american-stone.com,6,4359411.0
1951,americancinematheque.com,3,197477.0
1952,americanfootballeurope.com,9,
1953,americanfreepress.net,5,149560.0
1954,americangrainsusa.com,4,
1955,americanindustrialmagazine.com,9,
1956,americanlegendrider.com,8,572697.0
1957,americanlifeguardusa.com,6,1518382.0
1958,americanliterature.com,4,80188.0
1959,americanmade-site.us,6,
1960,americanmattress.com,10,2020733.0
1961,americanpeonysociety.org,6,1391940.0
1962,americanprimrosesociety.org,9,
1963,americantent.com,9,1477498.0
1964,americantrampoline.com,5,
1965,ameritron.com,9,2311363.0
1966,amigoskateshop.com,8,684750.0
1967,amilita.com,3,
1968,aminoco.com,9,1343988.0
1969,amiri.com,3,293708.0
1970,amitie.com.au,7,
1971,ammancart.com,4,
1972,ammonyc.com,4,1138661.0
1973,amnautical.com,6,2162867.0
1974,amnistia.org,9,2127506.0
1975,amoils.com,9,258521.0
1976,amolatina.com,10,41913.0
1977,amoryn.com,10,
1978,amoss-store.com,9,
1979,amour-couple.aufeminin.com,6,
1980,amourheart.com,6,
1981,amp3.co.uk,7,
1982,amromusic.com,5,1292958.0
1983,amsale.com,8,384022.0
1984,amsracing.net,10,1597716.0
1985,amuseonline.com,3,1007146.0
1986,amxindia.in,2,
1987,amydus.com,5,674122.0
1988,amyojewelry.com,10,1049768.0
1989,amzseller.tools,6,1222746.0
1990,an-be.com,4,1657255.0
1991,an-life.jp,7,2125995.0
1992,analyticsweb.net,4,130566.0
1993,analytips.io,7,
1994,anandaapothecary.com,9,2109249.0
1995,anansi.ca,5,2309092.0
1996,anastasiasaffiliate.com,3,975405.0
1997,anatomytrains.com,4,635577.0
1998,ancheer.shop,6,2028010.0
1999,anchorusd.com,5,
2000,and1.com,5,924173.0
2001,andamen.com,14,473081.0
2002,andaseat.com,8,513202.0
2003,andco-andoko.com,2,
2004,anderinger.com,9,551201.0
2005,andestea.cl,3,
2006,andjoy.life,5,
2007,andreabeaman.com,1,3313120.0
2008,andreaplanet.com,6,1029895.0
2009,androidforacademics.com,7,2191597.0
2010,androidshaper.com,5,
2011,androidtablets.net,5,1350147.0
2012,andshesdopetoo.com,8,
2013,andyandrews.com,9,1594895.0
2014,andyfrisella.com,9,266575.0
2015,andysdeli.com,6,
2016,andysdesign.cz,4,
2017,anecdote.com,3,1534880.0
2018,anewall.com,8,2080071.0
2019,anfora.com,6,1657515.0
2020,angelaadams.com,7,2339087.0
2021,angelawickstead.com,7,
2022,angelcitypress.com,6,2322606.0
2023,angelcompetitionbikinis.com,4,
2024,angelino.us,6,
2025,angelladycrystalsboutique.com,2,
2026,angelscup.com,7,2547757.0
2027,angelusdirect.com,9,425670.0
2028,angeluspress.org,5,1436393.0
2029,angiespantry.com,7,
2030,angiologist.com,5,2002530.0
2031,angize.com,6,
2032,anglophone-direct.com,13,705968.0
2033,anibiu.com,4,
2034,anikstd.ru,7,
2035,animal.co.uk,6,475284.0
2036,animalhearted.com,3,1834270.0
2037,animalsasleaders.org,10,2107525.0
2038,animationlibrary.com,9,1275083.0
2039,animedia.tv,8,344301.0
2040,animember.net,5,193091.0
2041,aninebing.com,3,148067.0
2042,anirva.com,9,
2043,anitako.com,5,959293.0
2044,anjumodi.com,9,
2045,ankerjapan.com,7,129057.0
2046,ankerkraut.de,5,292765.0
2047,anki.com,5,237303.0
2048,anlp.org,5,1282859.0
2049,anna-nina.nl,10,709254.0
2050,annabelle.ch,4,150277.0
2051,anndemeulemeester.be,6,2133757.0
2052,anndemeulemeester.com,6,1271267.0
2053,annebedrick.com,6,
2054,annieandoak.com,6,2446355.0
2055,annke.com,10,274537.0
2056,annsandra.com,3,
2057,anoli-joaillerie.com,5,
2058,anonimo.com,4,2002209.0
2059,anoque.com.au,4,
2060,another.com.au,4,
2061,anove.com,6,
2062,ansichtskarten-center.de,7,504557.0
2063,answers.mx,8,880271.0
2064,answerspal.com,7,2460021.0
2065,answerthepublic.com,5,20300.0
2066,antarctic-press.com,5,2256148.0
2067,anthc.org,7,299181.0
2068,anthidis.gr,7,
2069,anthosfoods.com,3,
2070,antiqueengagementrings.com,3,
2071,antiqueroseemporium.com,5,1006982.0
2072,antiquespride.edu.ph,6,828091.0
2073,antler.co.uk,10,416885.0
2074,antlionaudio.com,11,723863.0
2075,antoniomarras.it,8,
2076,antroadplanner.ru,5,
2077,anttiinastore.fi,5,
2078,anuevajewelry.com,4,
2079,anveya.com,4,1595815.0
2080,any-lamp.co.uk,9,1564069.0
2081,any-lamp.com,8,875481.0
2082,any-login.herokuapp.com,4,
2083,anyahindmarch.com,11,183241.0
2084,anycash.com,6,1794317.0
2085,anycastdns.cz,4,15165.0
2086,anycubic.com,5,67867.0
2087,anyilu.com,2,
2088,anymailfinder.com,6,326649.0
2089,anysharp.com,7,
2090,anyvan.com,6,131016.0
2091,aomc.mx,6,584670.0
2092,aonebeauty.com,8,
2093,aopa.org,8,28958.0
2094,aosmithindia.com,7,621141.0
2095,aoyamabc.jp,10,1144621.0
2096,ap-fashion-store.myshopify.com,7,
2097,ap-oemrma.targus.com,7,
2098,apache.org,5,142.0
2099,apeks.co.uk,4,
2100,apemans.com,10,2798480.0
2101,aperados.cl,5,
2102,aperados.com,5,
2103,aperionaudio.com,3,1621760.0
2104,apetitecreuse.com,7,
2105,apexbookcompany.com,6,1396243.0
2106,apexi-usa.com,6,1173266.0
2107,aphroditeporntube.com,6,569696.0
2108,api-brokenlinkmanager.giraffly.com,2,
2109,api.adam4adam.com,3,
2110,api.condenast.io,3,
2111,api.datadoghq.eu,7,
2112,api.id.me,1,
2113,api.imagendigital.com,5,
2114,api.netrbx.com,8,
2115,api.photoslurp.com,6,
2116,apilist.fun,6,4521960.0
2117,apixplatform.com,4,2424807.0
2118,aplicar.io,8,1658314.0
2119,aplus1.aplus-manager.com,9,
2120,apogeoeditore.com,6,
2121,apokalypsed.org,9,1792569.0
2122,apol.sg,8,3007311.0
2123,apolearn.com,5,276226.0
2124,apolisglobal.com,2,1203758.0
2125,apolloscooters.co,8,427636.0
2126,apostolicclothing.com,6,1510755.0
2127,apoteketelgen.no,4,
2128,apotforpot.com,7,1592974.0
2129,apothekary.co,8,366503.0
2130,app.101financial.com,7,
2131,app.gaannotations.com,10,
2132,app.getwoohoo.com,6,
2133,app.hedgeye.com,9,
2134,app.imghaste.com,6,
2135,app.inlinemanual.com,4,
2136,app.kaboom.website,7,
2137,app.legendsoflearning.com,5,
2138,app.luxerone.com,6,
2139,app.metorik.com,3,
2140,app.pacerpro.com,6,
2141,app.rsign.com,6,
2142,app.signalvine.com,5,
2143,app.thereceptionist.com,1,
2144,app.whistle.com,4,
2145,appalachianoutfitters.com,4,2460488.0
2146,appaman.com,10,1391433.0
2147,appcreator24.com,7,68655.0
2148,appeto.ir,8,1995970.0
2149,appinformatica.com,9,392778.0
2150,appland.se,4,41372.0
2151,applespice.com,6,504572.0
2152,appliancefactoryparts.com,6,284711.0
2153,applicant.com,7,
2154,appliquealley.com,4,
2155,applyboard.com,8,211955.0
2156,appmaker.xyz,9,720738.0
2157,appmarket.pixplug.in,3,
2158,appointed.co,8,2021732.0
2159,apps.mclaneco.com,4,
2160,apps.nextcloud.com,6,
2161,apps.oregon.gov,1,
2162,apps.startribune.com,7,
2163,appstor.io,6,166490.0
2164,apptimus.media,9,585232.0
2165,aprilplants.com,8,880391.0
2166,aprilthegiraffe.com,7,3977157.0
2167,aqarmap.com,4,2367322.0
2168,aqua-aquapress.com,4,
2169,aqua-dome.at,7,229519.0
2170,aqua-rock.com,3,
2171,aquaclean.com,5,2026181.0
2172,aquamira.com,3,2102644.0
2173,aquasabi.com,8,477901.0
2174,aquasabi.de,7,561396.0
2175,aquasd.com,7,743892.0
2176,aquasphereswim.com,5,1351147.0
2177,aquasureusa.com,8,1549860.0
2178,aquatix-2u.co.uk,8,
2179,aquilenet.fr,5,150515.0
2180,ar15discounts.com,9,123463.0
2181,arab-drama.me,1,198504.0
2182,arabiandate.com,11,303855.0
2183,arachidonic.com,9,
2184,aracneeditrice.it,5,686723.0
2185,araka-official.com,9,
2186,arangweb.com,4,1119565.0
2187,arayeshyab.com,5,
2188,arbeit-schuhe.de,5,
2189,arbitrationlaw.com,10,1543619.0
2190,arcaidimages.com,3,
2191,arcanewonders.com,4,1897297.0
2192,arcesdtm.com,10,
2193,archaeologysouthwest.org,8,979519.0
2194,archangelvideo.com,1,2363563.0
2195,architectural-review.com,5,119882.0
2196,architecturalceramics.com,11,
2197,archive.org,6,146.0
2198,archived.bcerac.ca,8,
2199,archives.deccanchronicle.com,6,
2200,archrecord.construction.com,7,
2201,arcskill.com,8,
2202,arcteryx.com.au,7,464525.0
2203,arcteryxtokyoginza.jp,2,
2204,arda-wigs.com,11,600802.0
2205,ardanlabs.com,1,505665.0
2206,area-codes.com,5,1502064.0
2207,arenarex.com,9,
2208,arenasports.net,5,1608166.0
2209,arenatani.com,5,
2210,arenda-spetstehniki.org,6,
2211,arethusa.tweakers.net,4,
2212,argekultur.at,5,1524864.0
2213,argentidesignerjewelers.com,9,
2214,argentondesign.com,12,
2215,argentwork.com,4,1617361.0
2216,arh-team-shop.myshopify.com,3,
2217,arhaus.com,12,38269.0
2218,arialattner.com,8,
2219,ariantajhiz.com,7,
2220,aris.shop,4,
2221,ariseacademy.testpress.in,7,
2222,aritzia.com,1,14154.0
2223,arkhamdb.com,5,173259.0
2224,arkivmusic.com,4,176965.0
2225,arkonoffroad.com,5,310851.0
2226,arles-studio.com,2,
2227,arlocdn.net,8,236383.0
2228,arma-lux.com.ua,6,1586179.0
2229,armasport.com,3,
2230,armedforcesgear.com,5,553410.0
2231,armixx.it,6,
2232,armorconcepts.com,11,2524217.0
2233,armstrongeconomics.com,7,53915.0
2234,armsunlimited.com,11,396998.0
2235,armycarus.do.am,8,
2236,arnhem.co,7,2938856.0
2237,aroha-oils.com,4,
2238,aroma360.com,7,190254.0
2239,aromaborealis.com,2,
2240,aromantic.co.uk,6,875107.0
2241,aromatechscent.com,4,603995.0
2242,arquivei.com.br,6,115637.0
2243,arran.com,8,650494.0
2244,arrayjet.co.uk,9,
2245,arriyadhroaster.com,3,3221658.0
2246,arrowheadbeef.com,3,3773616.0
2247,arrtripletriad.com,5,1627195.0
2248,arsenal.ai,4,
2249,art-team.moscow,5,
2250,art11.photozou.jp,9,
2251,artayaloka.com,10,
2252,artcall.org,6,472759.0
2253,artcentereast.org,7,
2254,artelista.com,9,151966.0
2255,artemokrug.ru,3,917712.0
2256,artexplore.net,7,481140.0
2257,arteza.com,6,369385.0
2258,artfuloriginations.com,3,
2259,artfulteasing.co.uk,7,
2260,arthapedia.in,9,1603604.0
2261,arthurapparel.com,4,
2262,article-switcher.appmarket.pixplug.in,3,
2263,articleed.com,5,
2264,articleted.com,4,155554.0
2265,articture.com,6,1007881.0
2266,artifulboutique.com,8,
2267,artisans-and-adventurers.com,5,
2268,artisanstories.co.uk,2,
2269,artist.com,9,3122535.0
2270,artistshare.com,5,689921.0
2271,artiswall.com,5,
2272,artkalfusebeads.com,7,2889530.0
2273,artlantis.com,7,1146210.0
2274,artmajeur.com,9,31155.0
2275,artofhomage.com,6,1659679.0
2276,artofhomeschooling.com,1,
2277,artonporcelain.net,4,294084.0
2278,artphotolimited.com,12,304194.0
2279,artprize.org,5,291247.0
2280,artsaccessaustralia.org,5,
2281,artsandcraftspress.com,7,
2282,artsandscience.org,12,2082864.0
2283,artsbakeryglendale.com,3,
2284,artstoreonline.com.au,4,
2285,arty-matome.com,7,655453.0
2286,aruba.com,15,36071.0
2287,arvo.org,11,205034.0
2288,aryak10.com,5,
2289,aryavaidyasala.com,8,491675.0
2290,arylic.com,5,588696.0
2291,asaptheme.com,4,
2292,asasarmaye.com,4,2951476.0
2293,asb.beer,11,2916484.0
2294,ascensionpress.com,5,104546.0
2295,ascent.co.nz,8,3415285.0
2296,ascentfunding.com,6,272106.0
2297,asda-photo.co.uk,6,489601.0
2298,asdesigning.com,5,1135073.0
2299,ashandchess.com,12,
2300,ashedesign.com,8,754839.0
2301,ashleyhomestore.ca,6,320403.0
2302,ashleylongshore.com,6,2575647.0
2303,ashmanonline.com,1,
2304,ashp.org,7,47789.0
2305,asiaforexmentor.com,7,747326.0
2306,asiangroceryuk.com,7,
2307,asienda.ru,3,408234.0
2308,askinisantasi.com,9,1927162.0
2309,askjoedimatteo.com,5,
2310,asklegal.my,5,2080065.0
2311,askmap.net,8,41313.0
2312,askplaybook.com,6,
2313,asktel.ru,6,834808.0
2314,asliceofdelight.com,6,
2315,aspall.co.uk,11,1168652.0
2316,aspbooks.org,6,1384709.0
2317,aspenavionics.com,8,1014925.0
2318,aspirantszone.com,6,1540555.0
2319,aspire.tv,5,1276653.0
2320,asrv.com,5,420407.0
2321,assemblylabel.com,6,405444.0
2322,assemblynewyork.com,3,1842105.0
2323,assessmentgenerator.com,6,3053315.0
2324,assets-ledger.ce.eleyo.com,9,
2325,assignmenthelp.net,6,837141.0
2326,assintel.it,7,1518705.0
2327,assist2sell.com,5,2081560.0
2328,assistnow.com.au,7,
2329,associatedelectrics.com,7,270963.0
2330,ast-ss.com,9,2327010.0
2331,astanatextile.kz,9,
2332,asteannunci.it,9,492833.0
2333,astemplates.com,5,460713.0
2334,astitchahalf.net,10,
2335,astontownship.net,4,
2336,astppbilling.org,4,
2337,astranti.com,4,1525024.0
2338,astriafarm.com,5,3047187.0
2339,astridandmiyu.com,6,167376.0
2340,astrograph.com,8,272638.0
2341,astromomma.com,8,
2342,astronomicalheritage.net,3,1555251.0
2343,astronomics.com,4,637758.0
2344,at-home.co.in,8,705626.0
2345,atacadao.com.br,7,50196.0
2346,atargold.com,6,
2347,ateamo.com,9,
2348,atelerie.com,5,
2349,atelierdesmodistes.com,7,
2350,atelierfiberarts.com,7,
2351,atelierkumo.fr,5,
2352,ateliernewyork.com,9,1420220.0
2353,atelierruetabaga.com,6,
2354,ateliervesper.com,5,
2355,atgames.us,6,843748.0
2356,athena.eu,11,447514.0
2357,athleticbrewing.com,6,148416.0
2358,athleticclearance.fhsaahome.org,6,
2359,athleticsmania.com,6,331011.0
2360,athlettia.com,4,
2361,athosshop.com,6,
2362,atkinsondesigns.com,5,
2363,atlanticcenterforthearts.org,2,1448650.0
2364,atlanticflagpole.com,7,
2365,atlanticgems.com,5,
2366,atlanticpressurewashers.com,8,
2367,atlantictraining.com,4,990728.0
2368,atlaspetcompany.com,7,2350829.0
2369,atlassignsandplaques.com,11,
2370,atmimacommunity.com,8,
2371,atomiccarrots.com,8,
2372,atoverland.com,5,2106814.0
2373,atozmarkets.com,13,636808.0
2374,atozsrilanka.com,5,639203.0
2375,atp-autoteile.de,4,99552.0
2376,attenuatepro.com,7,
2377,atto.com,6,579444.0
2378,attract.io,7,
2379,atwoods.com,4,234193.0
2380,atyvkrasote.ru,7,
2381,auara.org,9,2039663.0
2382,auctionexport.com,11,144719.0
2383,audienhearing.com,3,268401.0
2384,audified.com,7,1456536.0
2385,audiocubes.com,13,1196921.0
2386,audiologyonline.com,5,201630.0
2387,audiomicro.com,12,204214.0
2388,audiomusica.com,6,470226.0
2389,audionic.co,8,86097.0
2390,audiophileusa.com,11,1130896.0
2391,auegeous.pixnet.net,3,
2392,aufeminin.com,6,16159.0
2393,augmentus.tech,3,4005182.0
2394,augmon.com,10,
2395,augustdreesbachverlag.de,7,
2396,augustethelabel.com,9,733765.0
2397,aukcjoner.pl,9,1537578.0
2398,aukey.com,7,248424.0
2399,aunstore.com,7,1586023.0
2400,auphonic.com,7,162911.0
2401,aurora-ltc.com,7,
2402,aus.social,5,97392.0
2403,ausflowers.com.au,4,1169964.0
2404,auslan.org.au,6,559780.0
2405,austinrealestate.com,6,1281533.0
2406,australisherbolaria.com,3,1661014.0
2407,authentickratom.com,4,1609278.0
2408,authy.com,2,12727.0
2409,autismawarenesscentre.com,12,716839.0
2410,autismromania.ro,6,2410086.0
2411,auto-news.de,4,1053626.0
2412,auto2u.my,5,
2413,autodengi.com,7,1131406.0
2414,autodesignmagazine.com,8,969308.0
2415,autolikesig.com,5,2480636.0
2416,autolit.eu,7,2611279.0
2417,automationlaboratories.com,5,
2418,automobil-produktion.de,3,514655.0
2419,autonomydistillers.com.au,8,
2420,autopilotworldwide.com,7,
2421,autoplush.com,4,
2422,autosmo.com,5,
2423,autotalent.com,10,
2424,autouncle.de,4,67545.0
2425,auvergnerhonealpes-entreprises.fr,6,1416921.0
2426,avalinkiosk.ir,6,880741.0
2427,avanacomfort.com,11,
2428,avans.pl,5,279170.0
2429,avanticigar.com,5,3479114.0
2430,avantiproducts.com,8,2129328.0
2431,avasam.ir,7,
2432,avatarsdk.com,6,928607.0
2433,avcheck.net,3,1058408.0
2434,avcms.net,12,
2435,avenue17.ru,8,322342.0
2436,averyandruth.com,1,
2437,avi.kz,7,1420175.0
2438,avia.com,4,1632791.0
2439,avianneandco.com,5,956945.0
2440,aviastar-spb.ru,5,268594.0
2441,avidreader.com.au,4,2179611.0
2442,avis-verifies.com,7,31794.0
2443,avisosmendoza.com.ar,6,
2444,avjoblistings.com,5,395285.0
2445,avogue.ro,3,
2446,avosdim.com,5,194134.0
2447,avstore.pl,8,
2448,avtomaler-plus.com.ua,6,755912.0
2449,avtorazborki.org,5,755914.0
2450,aw-dropship.es,11,1661907.0
2451,awakebeauty.com,4,
2452,awakechocolate.com,7,
2453,awakenwithjp.com,4,1601638.0
2454,awareawakealive.org,5,353453.0
2455,awartisan.fr,8,1661925.0
2456,awasam.com,5,1125112.0
2457,awesomedice.com,6,2116830.0
2458,awfarlak.com,11,1661943.0
2459,awg.com.au,5,2042686.0
2460,awm.gov.au,4,46321.0
2461,awn.de,4,1902320.0
2462,awoo.space,6,2367516.0
2463,awoof-laravel.herokuapp.com,4,
2464,awsomu.com,10,
2465,ax.rareru.ru,9,
2466,axantaerp.com,7,4322154.0
2467,axcis.co.uk,10,2566696.0
2468,axelglade.com,4,
2469,axelwell.com,3,
2470,axialis.com,11,343165.0
2471,axiologybeauty.com,7,1338234.0
2472,axislabs.com,6,
2473,axparis.com,5,141661.0
2474,ayaan.toys,5,
2475,ayaneo.com,6,228759.0
2476,ayba8dhs.uriports.com,5,
2477,ayekoto.com,3,
2478,ayelads.com,6,959444.0
2479,aylien.com,2,984941.0
2480,ayond.us,6,
2481,ayottemusic.com,12,
2482,ayur-medic.com,7,
2483,ayurcentralonline.com,8,700223.0
2484,ayurkart.com,8,756022.0
2485,ayurvediccure.com,9,1012229.0
2486,ayushcare.in,5,756025.0
2487,azanicare.com,4,
2488,azcaf.org,6,1085084.0
2489,azcookbook.com,3,1428140.0
2490,azdoc.tips,4,
2491,azeusx.com,5,
2492,azfonts.net,4,314255.0
2493,aziocorp.com,5,1128008.0
2494,azra.ae,3,
2495,azureswimwear.com,5,
2496,b-track.com,5,625196.0
2497,b2b.koziol.de,7,
2498,b2bco.com,4,289299.0
2499,baacal.com,6,
2500,baader-planetarium.de,3,2254281.0
2501,baba82521.pixnet.net,3,
2502,bababoota.com,5,
2503,babelcube.com,7,53119.0
2504,baberuthleague.org,3,412808.0
2505,babiators-uk.com,5,
2506,bablosoft.com,6,12675.0
2507,babobotanicals.com,3,521230.0
2508,babtec.de,4,
2509,babyclothescool.com,5,
2510,babyenroute.ca,11,
2511,babygoesretro.com.au,12,
2512,babygoodies.shop,8,
2513,babyhopes.com,4,2153221.0
2514,babymallonline.com,5,2705665.0
2515,baccabucci.com,8,92703.0
2516,bachans.com,4,914393.0
2517,bachcentre.com,6,361749.0
2518,backpackerspantry.com,5,1169291.0
2519,backpacksusa.com,9,1928238.0
2520,backpagenation.com,4,1455019.0
2521,backstagerockshop.com,4,551549.0
2522,backyardbreaks.com,2,1865738.0
2523,backyardchickencoops.com.au,11,1065104.0
2524,bad-elf.com,2,1460258.0
2525,badassglass.com,3,515573.0
2526,badbirdiegolf.com,4,329471.0
2527,badboyblasters.com,7,3095907.0
2528,badensports.com,8,2012423.0
2529,badgebook.com,5,
2530,badichibelts.com,6,2886707.0
2531,badlandsgear.com,5,294924.0
2532,badvin.org,6,1848378.0
2533,baerbel-drexel.de,6,330995.0
2534,baetea.com,8,
2535,bagbalm.com,4,1640277.0
2536,bagcraft.uk,5,
2537,baghunter.com,13,1304454.0
2538,bagofdicks.com,3,
2539,bagsreplicc.com,7,
2540,bagus.com,5,
2541,bagwanshaadi.com,9,1117117.0
2542,bahay.ph,6,627955.0
2543,bailey44.com,6,2481733.0
2544,baileyscbd.com,10,2119269.0
2545,bainultra.com,7,1511958.0
2546,baisihair.fr,6,664976.0
2547,baisiwig.com,8,654869.0
2548,baitpisos.com.ar,10,
2549,baixardoc.com,2,963626.0
2550,bajacursos.com,7,
2551,bajraeducure.edu.np,11,
2552,bakdcookies.ca,4,
2553,bakedeco.com,12,301178.0
2554,bakedin.co.uk,9,
2555,bakeoffbox.co.uk,5,
2556,bakepop.com,8,
2557,bakersauthority.com,7,1063564.0
2558,bakersgreenacres.com,9,
2559,bakewala.com,8,1662753.0
2560,bakircioglumakina.com.tr,9,
2561,bakkah.com,5,724166.0
2562,bakkerijhannen.nl,3,
2563,bakutoday.net,5,1814865.0
2564,balaenzyme.com,7,
2565,balancedenergyfortexas.org,2,
2566,balancingmotions.com,7,
2567,balboacapital.com,7,567205.0
2568,baleomol.com,8,464667.0
2569,balilene.com,9,1662827.0
2570,ballennetwork.com,9,
2571,ballinstore.org,5,
2572,balloons123.com,9,
2573,balluff.com,5,104254.0
2574,ballwash.com,7,2119437.0
2575,balr.jp,5,
2576,balsacircle.com,7,2567716.0
2577,balticborn.com,8,58795.0
2578,balticessentials.com,14,2845244.0
2579,baltini.com,7,271106.0
2580,bambinifurtuna.com,7,
2581,bambinomio.com,7,1605050.0
2582,bamboo.tornevall.net,3,
2583,bamboostrawgirl.com,5,
2584,bandanasbbq.com,6,1005882.0
2585,bandier.com,9,400239.0
2586,bandmerch.com,4,2318688.0
2587,bandmix.ca,6,464679.0
2588,bangalorestudy.com,9,1598743.0
2589,banglarkobita.com,10,756595.0
2590,bangumi.tv,7,69781.0
2591,banish.com,3,638048.0
2592,bankofcolorado.com,9,383011.0
2593,bannerbear.com,9,154010.0
2594,baobabay.com,10,2978875.0
2595,baolenjewel.com,10,1663240.0
2596,bape.com,9,106055.0
2597,baracholka.com.ua,4,
2598,barbeline.com,9,
2599,barbellapparel.com,5,359866.0
2600,barbersupplies.com,4,
2601,barclondon.com,3,4491348.0
2602,barcomade.com,9,568341.0
2603,barealchemy.com,4,
2604,bareperformancenutrition.com,4,181869.0
2605,bareycollection.com,9,
2606,bargainchemist.co.nz,6,594702.0
2607,bargaineering.com,7,878109.0
2608,bargainmoose.ca,7,310042.0
2609,barjewellery.com,8,
2610,barmethod.com,10,379179.0
2611,barnana.com,8,1810361.0
2612,barneybutter.com,5,1286799.0
2613,barneycools.com,5,
2614,barprephero.com,8,2965796.0
2615,barproducts.com,6,351895.0
2616,barrowofficial.com,11,1663456.0
2617,barrym.com,13,422147.0
2618,barrysteashop.ie,8,
2619,barsupplies.com,10,1446323.0
2620,bartproxies.com,6,1224293.0
2621,barwyogrodow.pl,5,
2622,basbodyactionsystem.com,7,
2623,baseballfactory.com,5,746508.0
2624,basedirectory.com,8,237582.0
2625,basejumper.com,6,2258792.0
2626,baserange.com,6,1085444.0
2627,bashertjewelry.com,9,
2628,baskets-store.com,6,852050.0
2629,bassettfurniture.com,10,77343.0
2630,bastamusic.com,6,
2631,batchceramics.com.au,4,
2632,batdorfcoffee.com,9,2617512.0
2633,bath4all.com,4,
2634,bathandbodyworks.in,10,219712.0
2635,baticoop.pro,5,
2636,batiqua.com,4,
2637,batmanagement.com,10,1409486.0
2638,batna24.com,8,490068.0
2639,batom.pl,7,
2640,batsheva.com,5,1804152.0
2641,batteriesamerica.com,3,2000091.0
2642,batterybhai.com,7,756854.0
2643,batterybusiness.com.au,8,329349.0
2644,batteryhookup.com,9,559202.0
2645,battlefront.com,4,374434.0
2646,bauerfeind.com,2,166804.0
2647,bauernzeitung.ch,4,354461.0
2648,baufun.shop,4,
2649,bauhaus.si,4,87824.0
2650,baybridesmaid.nz,7,
2651,baycountyfl.gov,6,304324.0
2652,bayeradvanced.com,8,1505245.0
2653,baylanguagebooks.co.uk,3,
2654,bayyaa.com,8,
2655,bazzsmarthome.com,3,
2656,bazzstore.com,5,680112.0
2657,bbcboards.net,9,124151.0
2658,bbcicecream.eu,12,487696.0
2659,bbcshop.com,9,661453.0
2660,bbj.hu,3,160864.0
2661,bbs.demoscene.fr,3,
2662,bbtv.com,7,1108279.0
2663,bcbattery.us,5,
2664,bcbgeneration.com,7,2130285.0
2665,bcfm.org,6,1919959.0
2666,bcmsensor.com,7,
2667,bcpc.org,8,
2668,bd4jobs.com,3,
2669,bdcrictime.com,6,398294.0
2670,bdgastore.com,6,176216.0
2671,bdiusa.com,1,440047.0
2672,bdpn.pl,10,1102125.0
2673,bea10.com,4,
2674,beach.city,5,1610283.0
2675,beachfood.co.uk,7,
2676,beachhouseteas.com,8,
2677,beachmoto.com,7,
2678,beaconcha.in,5,64670.0
2679,beamorganics.com,6,
2680,beandcare.com,8,
2681,beanfields.com,9,4305677.0
2682,beappeeling.com,4,
2683,bearaby.com,4,318706.0
2684,beararchery.com,7,269893.0
2685,bearblog.dev,1,118315.0
2686,bearbottomclothing.com,6,411608.0
2687,bearcreekarsenal.com,6,120996.0
2688,bearlylegalhemp.com,8,480399.0
2689,bearmanormedia.com,8,1842422.0
2690,bearrepublic.com,6,1044200.0
2691,beaus.ca,7,1119149.0
2692,beautiesltd.com,9,1636043.0
2693,beautifier.cc,5,
2694,beautiful-spacetime.com,6,1516478.0
2695,beautifulearthboutique.com,8,431426.0
2696,beautifulhalo.com,1,646674.0
2697,beautifulknitters.co.uk,8,
2698,beautybylight.com.au,7,
2699,beautycreationscosmetics.com,5,496912.0
2700,beautyfrontier.com,4,
2701,beautyhaul.com,8,455916.0
2702,beautyherbsandtea.com,2,
2703,beautynesia.id,6,63804.0
2704,beautypedia.com,6,1302071.0
2705,beautypillow.com,6,
2706,beautyusa.royalbrushstore.com,8,
2707,beavertownbrewery.co.uk,7,448402.0
2708,bebeconfort.com,5,1179856.0
2709,bebes.aufeminin.com,6,
2710,bebeyou.es,6,
2711,becauseanimals.com,2,2457893.0
2712,beck-shop.de,4,113660.0
2713,beckicoakley.com,13,
2714,beckyhiggins.com,1,1144054.0
2715,becobabycarrier.com,6,2316443.0
2716,bedandbreakfast.it,7,757163.0
2717,bedandbreakfast.nl,4,196927.0
2718,beddys.com,7,304811.0
2719,bedheadpjs.com,7,1789151.0
2720,bedlamfarm.com,2,2080559.0
2721,bedrocksandals.com,8,929541.0
2722,bedwettingstore.com,8,2437123.0
2723,beebuilt.com,5,2067553.0
2724,beechandbirch.co.uk,10,
2725,beef.org,4,864149.0
2726,beekman1802.com,5,201895.0
2727,beelinestore.com,5,
2728,beervana.cl,7,
2729,beevitamins.com.au,11,1664360.0
2730,beexpatminded.com,6,
2731,befreetour.com,8,
2732,beginningboutique.com.au,10,256345.0
2733,beigeandwenge.com,3,
2734,beilstein-archives.org,3,
2735,beinart.org,9,1025666.0
2736,bejouxlife.com,11,
